	TCR_401AB	TCR_403A	TCR_403B	TCR_464A	TCR_471A	TCR_663	TCR_668	TCR_669	TCR_672
clonotype1	7.96	1.49	1.23	4.44	3.31	1.42	9.56	4.21	0.99
clonotype2	4.37	0.99	0.99	2.96	2.84	0.85	4.82	0.52	0.99
clonotype3	3.92	0.83	0.99	2.96	2.77	0.43	1.99	0.47	0.39
clonotype4	1.46	0.66	0.74	2.66	1.46	0.28	1.38	0.43	0.18
clonotype5	1.46	0.66	0.74	2.66	1.23	0.24	0.77	0.39	0.11
clonotype6	1.23	0.66	0.74	2.37	1.23	0.24	0.69	0.34	0.14
clonotype7	1.01	0.5	0.74	2.07	1.08	0.24	0.54	0.3	0.14
clonotype8	0.9	0.5	0.49	1.78	0.92	0.19	0.54	0.26	0.14
clonotype9	0.78	0.5	0.49	1.04	0.92	0.14	0.54	0.21	0.07
clonotype10	0.78	0.5	0.49	1.04	0.77	0.14	0.54	0.21	0.07
clonotype11	0.67	0.5	0.49	0.89	0.77	0.14	0.54	0.17	0.07
clonotype12	0.67	0.33	0.49	0.89	0.69	0.14	0.46	0.13	0.07
clonotype13	0.56	0.33	0.49	0.89	0.54	0.14	0.46	0.13	0.07
clonotype14	0.56	0.33	0.49	0.89	0.46	0.09	0.46	0.13	0.07
clonotype15	0.56	0.33	0.49	0.89	0.46	0.09	0.46	0.13	0.07
clonotype16	0.56	0.33	0.49	0.89	0.46	0.09	0.38	0.09	0.07
clonotype17	0.45	0.33	0.49	0.89	0.46	0.09	0.38	0.13	0.07
clonotype18	0.45	0.33	0.49	0.74	0.46	0.09	0.38	0.09	0.07
clonotype19	0.45	0.33	0.49	0.74	0.38	0.09	0.38	0.13	0.07
clonotype20	0.34	0.33	0.49	0.74	0.38	0.09	0.38	0.13	0.07
clonotype21	0.34	0.33	0.49	0.74	0.38	0.09	0.31	0.13	0.07
clonotype22	0.34	0.33	0.49	0.74	0.38	0.05	0.31	0.13	0.07
clonotype23	0.34	0.33	0.49	0.74	0.38	0.05	0.23	0.13	0.07
clonotype24	0.34	0.33	0.49	0.74	0.38	0.05	0.23	0.09	0.07
clonotype25	0.34	0.33	0.49	0.59	0.38	0.05	0.23	0.09	0.07
clonotype26	0.34	0.33	0.49	0.59	0.31	0.05	0.23	0.09	0.07
clonotype27	0.34	0.33	0.49	0.59	0.31	0.05	0.23	0.09	0.07
clonotype28	0.34	0.33	0.49	0.59	0.31	0.05	0.23	0.09	0.07
clonotype29	0.34	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype30	0.34	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype31	0.34	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype32	0.34	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype33	0.34	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype34	0.34	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype35	0.22	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype36	0.22	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype37	0.22	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype38	0.22	0.33	0.25	0.44	0.31	0.05	0.23	0.09	0.04
clonotype39	0.22	0.33	0.25	0.44	0.23	0.05	0.23	0.09	0.04
clonotype40	0.22	0.33	0.25	0.3	0.23	0.05	0.23	0.09	0.04
clonotype41	0.22	0.33	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype42	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype43	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype44	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype45	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype46	0.22	0.17	0.25	0.3	0.23	0	0.15	0.09	0.04
clonotype47	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype48	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype49	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype50	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.09	0.04
clonotype51	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype52	0.22	0.17	0.25	0.3	0.23	0.05	0.08	0.04	0.04
clonotype53	0.22	0.17	0.25	0.3	0.23	0.05	0.08	0.04	0.04
clonotype54	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype55	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype56	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype57	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype58	0.22	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype59	0.11	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype60	0.11	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype61	0.11	0.17	0.25	0.3	0.23	0.05	0.15	0.04	0.04
clonotype62	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype63	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype64	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype65	0.11	0.17	0.25	0.3	0.15	0.05	0.08	0.04	0.04
clonotype66	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype67	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype68	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype69	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype70	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype71	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype72	0.11	0.17	0.25	0.3	0.15	0.05	0.15	0.04	0.04
clonotype73	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype74	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype75	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype76	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype77	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype78	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0
clonotype79	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype80	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype81	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype82	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype83	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype84	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype85	0.11	0.17	0.25	0.15	0.15	0.05	0.15	0.04	0.04
clonotype86	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype87	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype88	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype89	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype90	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype91	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype92	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype93	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype94	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype95	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype96	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype97	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype98	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype99	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype100	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype101	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype102	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype103	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype104	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype105	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype106	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype107	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype108	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype109	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype110	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype111	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype112	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype113	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype114	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype115	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype116	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype117	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype118	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype119	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype120	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype121	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype122	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype123	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype124	0.11	0.17	0.25	0.15	0.15	0.05	0.08	0.04	0.04
clonotype125	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype126	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype127	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype128	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype129	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype130	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype131	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype132	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype133	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype134	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype135	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype136	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype137	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype138	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype139	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype140	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype141	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype142	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype143	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype144	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype145	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype146	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype147	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype148	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype149	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype150	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype151	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype152	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype153	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype154	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype155	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype156	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype157	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype158	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype159	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype160	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype161	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype162	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype163	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype164	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype165	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype166	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype167	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype168	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype169	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype170	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0
clonotype171	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype172	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype173	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype174	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype175	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype176	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype177	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype178	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype179	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype180	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype181	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype182	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype183	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype184	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype185	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype186	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype187	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0
clonotype188	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype189	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype190	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype191	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype192	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype193	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype194	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype195	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype196	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype197	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype198	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype199	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype200	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype201	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype202	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype203	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype204	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype205	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype206	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype207	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype208	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype209	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype210	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype211	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype212	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype213	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype214	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype215	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype216	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype217	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype218	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype219	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype220	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype221	0.11	0.17	0.25	0.15	0	0.05	0.08	0.04	0.04
clonotype222	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype223	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype224	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype225	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype226	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype227	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype228	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype229	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype230	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0
clonotype231	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype232	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype233	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype234	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype235	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype236	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype237	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0
clonotype238	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype239	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype240	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype241	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype242	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype243	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype244	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype245	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype246	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype247	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype248	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype249	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype250	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype251	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype252	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype253	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype254	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype255	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype256	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0	0.04
clonotype257	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype258	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype259	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype260	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype261	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype262	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype263	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype264	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype265	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype266	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype267	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype268	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype269	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype270	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype271	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype272	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype273	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype274	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype275	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype276	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype277	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype278	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype279	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype280	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype281	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype282	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype283	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype284	0.11	0.17	0.25	0.15	0.08	0.05	0	0.04	0.04
clonotype285	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype286	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype287	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype288	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype289	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype290	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype291	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype292	0.11	0.17	0.25	0.15	0.08	0	0.08	0.04	0.04
clonotype293	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype294	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype295	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype296	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype297	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype298	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype299	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype300	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype301	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype302	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype303	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype304	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype305	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype306	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype307	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype308	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype309	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype310	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype311	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype312	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype313	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype314	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype315	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype316	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype317	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype318	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype319	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype320	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype321	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype322	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype323	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype324	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype325	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype326	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype327	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype328	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype329	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype330	0.11	0.17	0.25	0.15	0.08	0.05	0	0.04	0.04
clonotype331	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
clonotype332	0.11	0.17	0.25	0.15	0.08	0.05	0.08	0.04	0.04
